74,0
205,0
262,0
394,0
411,0
433,0
478,0
637,0
691,0
913,0
922,0
935,0
942,0
1069,0
1090,0
1163,0
1400,0
1427,0
1430,0
1477,0
1748,0
1765,0
1847,0
1888,0
1960,0
1988,0
2208,0
2231,0
2273,0
2281,0
2412,0
2427,0
2585,0
2655,0
2734,0
2822,0
2909,0
2910,0
2947,0
3183,0
3211,0
3242,0
3292,0
3322,0
3401,0
3499,0
3500,0
3519,0
3533,0
3599,0
3791,0
3803,0
3845,0
3858,0
3874,0
3897,0
3938,0
3950,0
3979,0
4018,0
4057,0
4232,0
4406,0
4412,0
4433,0
4529,0
4559,0
4572,0
4619,0
4620,0
4623,0
4633,0
4674,0
4799,0
4800,0
4869,0
4946,0
5041,0
5160,0
5295,0
5315,0
5369,0
5422,0
5488,0
5491,0
5507,0
5524,0
5536,0
5541,0
5566,0
5604,0
5680,0
5719,0
5775,0
5842,0
5944,0
5947,0
5997,0
6007,0
6008,0
6023,0
6058,0
6088,0
6092,0
6105,0
6207,0
6260,0
6278,0
6323,0
6364,0
6428,0
6442,0
6478,0
6488,0
6587,0
6696,0
6817,0
6899,0
7089,0
7115,0
7148,0
7197,0
7265,0
7277,0
7324,0
7325,0
7361,0
7405,0
7498,0
7527,0
7568,0
7624,0
7626,0
7642,0
7651,0
7722,0
7766,0
7779,0
7782,0
7835,0
7849,0
7887,0
8004,0
8006,0
8109,0
8169,0
8232,0
8238,0
8262,0
8264,0
8284,0
8303,0
8397,0
8425,0
8449,0
8487,0
8508,0
8515,0
8540,0
8587,0
8673,0
8779,0
8908,0
8944,0
9079,0
9155,0
9263,0
9387,0
9475,0
9498,0
9509,0
9563,0
9577,0
9623,0
9643,0
9684,0
9756,0
9784,0
9815,0
10022,0
10027,0
10036,0
10048,0
10157,0
10169,0
10173,0
10180,0
10225,0
10227,0
10265,0
10267,0
10384,0
10395,0
10425,0
10432,0
10435,0
10436,0
10515,0
10577,0
10609,0
10777,0
10999,0
11932,0
11948,0
12026,0
12043,0
12601,0
12602,0
12609,0
12811,0
12840,0
12857,0
13045,0
13267,0
13364,0
13367,0
13492,0
13558,0
13687,0
13775,0
13863,0
14277,0
14344,0
14355,0
14409,0
14495,0
14514,0
14656,0
14691,0
14900,0
14944,0
15128,0
15138,0
15142,0
15174,0
15229,0
15245,0
15247,0
15362,0
15418,0
15503,0
15531,0
15599,0
15613,0
15614,0
15647,0
15650,0
15741,0
15818,0
15836,0
15842,0
15893,0
16169,0
16183,0
16184,0
16191,0
16210,0
16247,0
16270,0
16273,0
16311,0
16453,0
16454,0
16459,0
16494,0
16505,0
16541,0
16557,0
16571,0
16620,0
16630,0
16648,0
16649,0
16671,0
16755,0
16767,0
16815,0
16841,0
